iter	Passed	Remaining
395	12594	9668
396	12625	9635
397	12650	9599
398	12678	9564
399	12702	9526
400	12733	9494
401	12754	9454
402	12784	9422
403	12809	9384
404	12837	9350
405	12861	9313
406	12888	9278
407	12915	9243
408	12940	9207
409	12966	9171
410	12992	9135
411	13019	9101
412	13047	9066
413	13074	9031
414	13098	8995
415	13128	8962
416	13152	8925
417	13179	8891
418	13204	8855
419	13228	8819
420	13256	8785
421	13281	8749
422	13308	8715
423	13337	8681
424	13361	8645
425	13392	8613
426	13419	8579
427	13447	8545
428	13475	8512
429	13504	8479
430	13560	8463
431	13592	8432
432	13619	8398
433	13678	8383
434	13705	8349
435	13736	8317
436	13764	8283
437	13789	8248
438	13814	8212
439	13838	8177
440	13865	8142
441	13892	8109
442	13916	8073
443	13937	8036
444	13965	8002
445	13991	7968
446	14014	7932
447	14043	7899
448	14069	7864
449	14094	7830
450	14119	7795
451	14144	7760
452	14170	7726
453	14198	7693
454	14228	7661
455	14257	7629
456	14284	7595
457	14310	7561
458	14341	7530
459	14370	7497
460	14390	7460
461	14415	7426
462	14446	7394
463	14470	7359
464	14498	7327
465	14525	7294
466	14555	7262
467	14579	7227
468	14607	7194
469	14633	7161
470	14658	7126
471	14685	7094
472	14714	7061
473	14744	7030
474	14797	7009
475	14825	6976
476	14856	6945
477	14882	6912
478	14907	6877
479	14937	6846
480	14960	6811
481	14987	6778
482	15017	6747
483	15047	6715
484	15074	6682
485	15099	6648
486	15129	6617
487	15154	6583
488	15176	6548
489	15202	6515
490	15231	6483
491	15260	6451
492	15290	6419
493	15311	6384
494	15338	6352
495	15368	6320
496	15394	6288
497	15421	6255
498	15443	6220
499	15469	6187
500	15495	6154
501	15519	6121
502	15545	6088
503	15573	6056
504	15603	6024
505	15625	5990
506	15654	5959
507	15681	5926
508	15705	5893
509	15730	5860
510	15757	5828
511	15785	5796
512	15812	5764
513	15863	5740
514	15891	5708
515	15920	5677
516	15947	5644
517	15975	5612
518	16000	5580
519	16028	5548
520	16059	5517
521	16082	5484
522	16108	5451
523	16133	5418
524	16160	5386
525	16186	5354
526	16210	5321
527	16238	5289
528	16265	5257
529	16284	5223
530	16308	5190
531	16332	5157
532	16361	5126
533	16386	5093
534	16414	5062
535	16439	5029
536	16463	4997
537	16489	4965
538	16512	4932
539	16540	4900
540	16563	4868
541	16587	4835
542	16615	4804
543	16641	4772
544	16665	4739
545	16696	4709
546	16720	4676
547	16747	4645
548	16774	4613
549	16799	4581
550	16826	4550
551	16853	4518
552	16878	4486
553	16906	4455
554	16952	4429
555	16987	4399
556	17012	4367
557	17039	4336
558	17066	4304
559	17092	4273
560	17118	4241
561	17140	4208
562	17162	4176
563	17187	4144
564	17217	4113
565	17242	4082
566	17265	4049
567	17290	4018
568	17315	3986
569	17340	3954
570	17361	3922
571	17386	3890
572	17413	3859
573	17439	3828
574	17465	3796
575	17490	3765
576	17516	3734
577	17541	3702
578	17565	3670
579	17591	3639
580	17614	3607
581	17640	3576
582	17668	3545
583	17697	3515
584	17721	3483
585	17746	3452
586	17771	3421
587	17793	3389
588	17818	3358
589	17852	3328
590	17874	3296
591	17900	3265
592	17929	3235
593	17956	3204
594	17981	3173
595	18008	3142
596	18054	3114
597	18093	3086
598	18118	3055
599	18146	3024
600	18169	2993
601	18194	2961
602	18220	2930
603	18247	2900
604	18273	2869
605	18300	2838
606	18325	2807
607	18352	2777
608	18381	2746
609	18408	2716
610	18437	2685
611	18462	2654
612	18485	2623
613	18510	2592
614	18535	2561
615	18560	2530
616	18587	2500
617	18610	2469
618	18638	2439
619	18660	2407
620	18687	2377
621	18711	2346
622	18736	2315
623	18764	2285
624	18792	2255
625	18813	2223
626	18837	2193
627	18866	2163
628	18892	2132
629	18918	2102
630	18942	2071
631	18963	2040
632	18994	2010
633	19017	1979
634	19041	1949
635	19066	1918
636	19092	1888
637	19117	1857
638	19172	1830
639	19202	1800
640	19231	1770
641	19254	1739
642	19277	1708
643	19296	1677
644	19327	1648
645	19345	1617
646	19370	1586
647	19394	1556
648	19422	1526
649	19451	1496
650	19479	1466
651	19501	1435
652	19530	1405
653	19551	1375
654	19573	1344
655	19600	1314
656	19625	1284
657	19652	1254
658	19675	1224
659	19700	1193
660	19727	1163
661	19754	1133
662	19779	1103
663	19807	1073
664	19837	1044
665	19865	1014
666	19886	983
667	19908	953
668	19934	923
669	19957	893
670	19982	863
671	20006	833
672	20032	803
673	20058	773
674	20081	743
675	20104	713
676	20127	683
677	20151	653
678	20175	623
679	20205	594
680	20236	564
681	20269	534
682	20294	505
683	20319	475
684	20350	445
685	20373	415
686	20395	385
687	20423	356
688	20450	326
689	20479	296
690	20499	267
691	20522	237
692	20545	207
693	20571	177
694	20593	148
695	20622	118
696	20648	88
697	20669	59
698	20695	29
699	20718	0
