iter	Passed	Remaining
166	3164	8204
167	3188	8198
168	3209	8185
169	3232	8177
170	3254	8163
171	3275	8151
172	3300	8145
173	3321	8131
174	3346	8126
175	3366	8110
176	3387	8094
177	3406	8076
178	3423	8052
179	3443	8033
180	3462	8014
181	3479	7991
182	3498	7971
183	3517	7952
184	3536	7933
185	3554	7912
186	3572	7889
187	3589	7866
188	3609	7849
189	3629	7832
190	3650	7818
191	3673	7806
192	3696	7794
193	3720	7786
194	3742	7773
195	3765	7761
196	3787	7747
197	3807	7729
198	3832	7722
199	3856	7712
200	3879	7700
201	3902	7689
202	3926	7679
203	3950	7668
204	3973	7656
205	3996	7643
206	4018	7629
207	4039	7613
208	4060	7596
209	4079	7576
210	4100	7559
211	4118	7537
212	4135	7513
213	4156	7498
214	4177	7481
215	4201	7469
216	4222	7452
217	4246	7440
218	4272	7432
219	4294	7417
220	4319	7408
221	4342	7393
222	4363	7377
223	4384	7360
224	4402	7338
225	4422	7318
226	4442	7299
227	4459	7276
228	4478	7254
229	4498	7236
230	4515	7213
231	4535	7193
232	4556	7177
233	4575	7156
234	4592	7133
235	4610	7111
236	4628	7089
237	4649	7071
238	4669	7053
239	4687	7030
240	4704	7007
241	4723	6987
242	4742	6968
243	4763	6949
244	4785	6934
245	4809	6920
246	4830	6903
247	4853	6889
248	4875	6872
249	4896	6854
250	4918	6839
251	4940	6822
252	4961	6804
253	4980	6784
254	5000	6764
255	5024	6752
256	5046	6734
257	5065	6715
258	5088	6700
259	5113	6687
260	5132	6666
261	5153	6649
262	5173	6629
263	5194	6610
264	5216	6593
265	5237	6576
266	5257	6556
267	5278	6538
268	5302	6524
269	5321	6504
270	5342	6486
271	5364	6469
272	5386	6452
273	5410	6436
274	5433	6421
275	5452	6401
276	5472	6380
277	5493	6362
278	5516	6347
279	5538	6329
280	5560	6312
281	5577	6289
282	5595	6268
283	5613	6246
284	5631	6224
285	5648	6201
286	5666	6179
287	5684	6158
288	5702	6136
289	5720	6114
290	5737	6092
291	5754	6070
292	5771	6047
293	5791	6027
294	5807	6004
295	5825	5982
296	5843	5961
297	5864	5943
298	5887	5926
299	5906	5906
300	5929	5889
301	5949	5871
302	5967	5849
303	5985	5827
304	6001	5805
305	6018	5782
306	6036	5761
307	6053	5739
308	6071	5717
309	6089	5696
310	6106	5674
311	6123	5652
312	6140	5630
313	6158	5609
314	6176	5588
315	6194	5566
316	6211	5545
317	6228	5523
318	6246	5502
319	6265	5482
320	6283	5461
321	6300	5439
322	6317	5418
323	6335	5396
324	6352	5374
325	6370	5354
326	6387	5333
327	6405	5311
328	6422	5290
329	6440	5269
330	6457	5247
331	6474	5226
332	6490	5204
333	6508	5183
334	6525	5162
335	6543	5141
336	6560	5120
337	6578	5099
338	6595	5078
339	6613	5057
340	6631	5036
341	6648	5015
342	6667	4995
343	6683	4973
344	6700	4952
345	6718	4931
346	6735	4910
347	6753	4890
348	6773	4871
349	6791	4850
350	6808	4830
351	6825	4808
352	6844	4789
353	6861	4768
354	6878	4747
355	6896	4726
356	6912	4705
357	6929	4684
358	6947	4663
359	6965	4643
360	6982	4623
361	7000	4602
362	7017	4581
363	7035	4561
364	7052	4540
365	7070	4520
366	7087	4499
367	7103	4478
368	7120	4457
369	7140	4438
370	7159	4419
371	7175	4397
372	7192	4377
373	7209	4356
374	7226	4335
375	7243	4315
376	7261	4295
377	7277	4274
378	7295	4254
379	7311	4232
380	7329	4212
381	7348	4193
382	7367	4174
383	7385	4154
384	7401	4133
385	7419	4113
386	7439	4094
387	7458	4075
388	7477	4055
389	7496	4036
390	7516	4017
391	7539	4000
392	7563	3983
393	7586	3966
394	7605	3947
395	7624	3927
396	7643	3908
397	7661	3888
398	7681	3869
399	7699	3849
400	7717	3829
401	7735	3809
402	7752	3789
403	7769	3769
404	7787	3749
405	7806	3730
406	7822	3709
407	7842	3690
408	7860	3670
409	7878	3651
410	7895	3630
411	7911	3610
412	7928	3589
413	7946	3569
414	7964	3550
415	7980	3529
416	7997	3509
417	8015	3489
418	8032	3469
419	8050	3450
420	8067	3429
421	8085	3410
422	8102	3390
423	8120	3370
424	8139	3351
425	8155	3331
426	8173	3311
427	8191	3291
428	8209	3272
429	8228	3252
430	8245	3233
431	8262	3213
432	8278	3192
433	8295	3172
434	8313	3153
435	8336	3135
436	8361	3118
437	8382	3100
438	8404	3082
439	8427	3064
440	8450	3046
441	8471	3028
442	8493	3010
443	8515	2991
444	8537	2973
445	8560	2956
446	8582	2937
447	8604	2919
448	8626	2901
449	8650	2883
450	8670	2864
451	8689	2845
452	8712	2827
453	8731	2807
454	8752	2789
455	8774	2770
456	8794	2751
457	8814	2732
458	8838	2715
459	8858	2696
460	8877	2676
461	8895	2657
462	8915	2638
463	8935	2619
464	8953	2599
465	8972	2580
466	8990	2560
467	9008	2540
468	9025	2521
469	9043	2501
470	9060	2481
471	9078	2461
472	9096	2442
473	9113	2422
474	9131	2403
475	9148	2383
476	9166	2363
477	9183	2344
478	9201	2324
479	9222	2305
480	9241	2286
481	9259	2266
482	9276	2247
483	9294	2227
484	9311	2207
485	9328	2188
486	9346	2168
487	9364	2149
488	9382	2129
489	9400	2110
490	9416	2090
491	9435	2071
492	9452	2051
493	9470	2032
494	9489	2012
495	9506	1993
496	9525	1974
497	9546	1955
498	9569	1936
499	9587	1917
500	9606	1898
501	9628	1879
502	9648	1860
503	9669	1841
504	9689	1822
505	9712	1804
506	9735	1785
507	9757	1767
508	9776	1747
509	9793	1728
510	9813	1709
511	9832	1689
512	9850	1670
513	9868	1651
514	9888	1632
515	9909	1613
516	9933	1594
517	9955	1575
518	9976	1557
519	9998	1538
520	10020	1519
521	10039	1500
522	10060	1481
523	10078	1461
524	10100	1442
525	10121	1423
526	10141	1404
527	10160	1385
528	10179	1366
529	10196	1346
530	10216	1327
531	10235	1308
532	10253	1288
533	10270	1269
534	10289	1250
535	10307	1230
536	10324	1211
537	10344	1192
538	10362	1172
539	10380	1153
540	10397	1133
541	10413	1114
542	10433	1095
543	10451	1075
544	10469	1056
545	10486	1037
546	10504	1017
547	10521	998
548	10542	979
549	10561	960
550	10580	940
551	10599	921
552	10617	902
553	10636	883
554	10654	863
555	10674	844
556	10693	825
557	10714	806
558	10737	787
559	10758	768
560	10776	749
561	10798	730
562	10818	711
563	10838	691
564	10859	672
565	10879	653
566	10902	634
567	10919	615
568	10937	595
569	10954	576
570	10971	557
571	10989	537
572	11007	518
573	11028	499
574	11048	480
575	11065	461
576	11083	441
577	11100	422
578	11119	403
579	11137	384
580	11155	364
581	11173	345
582	11190	326
583	11208	307
584	11225	287
585	11242	268
586	11260	249
587	11277	230
588	11296	210
589	11314	191
590	11332	172
591	11351	153
592	11370	134
593	11387	115
594	11405	95
595	11423	76
596	11442	57
597	11458	38
598	11476	19
599	11493	0
